50.94 1:-5.0 2:0.600 3:4.78 4:4.24 5:3.15 
0.16 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.32 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.59 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.92 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
1.37 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
1.94 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
2.62 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
3.70 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
5.45 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
9.45 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
16.31 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
27.34 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
41.77 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
60.85 1:0.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.09 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.24 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.47 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.78 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
1.21 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
1.85 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
2.62 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
3.69 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
5.07 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
7.95 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
13.73 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
23.55 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
37.14 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
55.87 1:-5.0 2:0.530 3:4.78 4:3.75 5:3.15 
0.01 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
0.16 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
0.39 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
0.73 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
1.24 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
1.96 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
3.04 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
4.46 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
6.31 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
8.68 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
12.39 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
20.14 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
31.77 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
47.13 1:-2.3 2:0.600 3:5.10 4:4.17 5:3.51 
0.04 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
0.17 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
0.36 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
0.64 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
1.02 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
1.62 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
2.63 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
4.15 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
6.00 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
8.47 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
12.27 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
19.59 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
30.48 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
46.66 1:-2.3 2:0.600 3:4.34 4:4.23 5:2.73 
